t,X,Y,Z,p
0.0,970061.6227529575,5624250.967482469,2847045.047559735,20636738.261583354
5.0,970048.5768641311,5624255.721289291,2847040.10159122,20634981.37325802
10.0,970035.9345194655,5624261.253590906,2847033.480150347,20633227.817225143
15.0,970024.1792250281,5624267.397971568,2847025.3472410366,20631477.77024014
20.0,970013.7076574449,5624273.928100939,2847016.014819847,20629731.453360505
25.0,970004.7908347913,5624280.579888772,2847005.912260029,20627989.110240653
30.0,969997.5475871771,5624287.0773357265,2846995.5443219817,20626250.98328495
35.0,969991.9329240004,5624293.159549881,2846985.4417440887,20624517.29001135
40.0,969987.7424368545,5624298.606284364,2846976.109290349,20622788.201949093
45.0,969984.6323074495,5624303.259496276,2846967.976340257,20621063.828136094
50.0,969982.1529623299,5624307.038816578,2846961.354857643,20619344.204821717
55.0,969979.7930801677,5624309.949416664,2846956.4088529483,20617629.292364627
60.0,969977.0296438242,5624312.081501677,2846953.138328346,20615918.979603827
65.0,969973.3791374961,5624313.6014802,2846951.3792773853,20614213.09524544
70.0,969968.4448771138,5624314.735674818,2846950.819739213,20612511.425119102
75.0,969961.9558407137,5624315.748168102,2846951.030335775,20610813.73358519
80.0,969953.7931976983,5624316.914952638,2846951.5063026706,20609119.786972083
85.0,969944.0019402265,5624318.496915406,2846951.71689922,20607429.376730986
90.0,969932.7864784205,5624320.714300946,2846951.157361064,20605742.340032473
95.0,969920.4906308702,5624323.725152904,2846949.3983097994,20604058.57578851
100.0,969907.5639693544,5624327.60984416,2846946.1277831923,20602378.054541815
105.0,969894.5178122438,5624332.363209778,2846941.181771916,20600700.821272776
110.0,969881.8751741345,5624337.895052834,2846934.560273795,20599026.990874633
115.0,969870.1195706854,5624344.038973613,2846926.427294169,20597356.73676972
120.0,969859.6476896355,5624350.568657926,2846917.094792294,20595690.27381226
125.0,969850.7305606109,5624357.220030231,2846906.992145132,20594027.837181095
130.0,969843.4870245769,5624363.717103002,2846896.6241174466,20592369.65935382
135.0,969837.8721000296,5624369.798992081,2846886.521452211,20590715.94743465
140.0,969833.6813850127,5624375.245453557,2846877.1889177863,20589066.8630649
