t,X,Y,Z,p
0.0,970061.6227529575,5624250.967482469,2847045.047559735,20796710.737880737
5.0,970048.5768641311,5624255.721289291,2847040.10159122,20794842.91868301
10.0,970035.9345194655,5624261.253590906,2847033.480150347,20792978.13550371
15.0,970024.1792250281,5624267.397971568,2847025.3472410366,20791116.315784108
20.0,970013.7076574449,5624273.928100939,2847016.014819847,20789257.471439544
25.0,970004.7908347913,5624280.579888772,2847005.912260029,20787401.6976374
30.0,969997.5475871771,5624287.0773357265,2846995.5443219817,20785549.163493454
35.0,969991.9329240004,5624293.159549881,2846985.4417440887,20783700.095615525
40.0,969987.7424368545,5624298.606284364,2846976.109290349,20781854.75611485
45.0,969984.6323074495,5624303.259496276,2846967.976340257,20780013.41723795
50.0,969982.1529623299,5624307.038816578,2846961.354857643,20778176.33509297
55.0,969979.7930801677,5624309.949416664,2846956.4088529483,20776343.725024868
60.0,969977.0296438242,5624312.081501677,2846953.138328346,20774515.741025433
65.0,969973.3791374961,5624313.6014802,2846951.3792773853,20772692.46116492
70.0,969968.4448771138,5624314.735674818,2846950.819739213,20770873.880441144
75.0,969961.9558407137,5624315.748168102,2846951.030335775,20769059.9117168
80.0,969953.7931976983,5624316.914952638,2846951.5063026706,20767250.394628648
85.0,969944.0019402265,5624318.496915406,2846951.71689922,20765445.11157798
90.0,969932.7864784205,5624320.714300946,2846951.157361064,20763643.80922728
95.0,969920.4906308702,5624323.725152904,2846949.3983097994,20761846.223398257
100.0,969907.5639693544,5624327.60984416,2846946.1277831923,20760052.10494287
105.0,969894.5178122438,5624332.363209778,2846941.181771916,20758261.24407255
110.0,969881.8751741345,5624337.895052834,2846934.560273795,20756473.49078839
115.0,969870.1195706854,5624344.038973613,2846926.427294169,20754688.769441642
120.0,969859.6476896355,5624350.568657926,2846917.094792294,20752907.086029883
125.0,969850.7305606109,5624357.220030231,2846906.992145132,20751128.52754396
130.0,969843.4870245769,5624363.717103002,2846896.6241174466,20749353.253454853
135.0,969837.8721000296,5624369.798992081,2846886.521452211,20747581.480192196
140.0,969833.6813850127,5624375.245453557,2846877.1889177863,20745813.46014362
145.0,969830.5710644085,5624379.898442392,2846869.05589738,20744049.45723098
150.0,969828.0915643425,5624383.677582517,2846862.4343575197,20742289.72144534
155.0,969825.7315595208,5624386.588034108,2846857.4883100647,20740534.46481548
160.0,969822.9680256773,5624388.719987976,2846854.217757187,20738783.841137864
165.0,969819.3174374189,5624390.239836682,2846852.458691018,20737037.931423433
170.0,969814.3830995625,5624391.373886653,2846851.899148009,20735296.736454878
175.0,969807.8939785949,5624392.38620576,2846852.1097463914,20733560.177153837
180.0,969799.7312330633,5624393.552774772,2846852.5857174015,20731828.102696907
185.0,969789.9398460281,5624395.1344729075,2846852.7963157715,20730100.30556732
190.0,969778.7242211606,5624397.3515417455,2846852.2367727784,20728376.542058896
195.0,969766.4281738803,5624400.362027072,2846850.4777063057,20726656.556224518
200.0,969753.501276383,5624404.24630879,2846847.207151424,20724940.104933605
205.0,969740.4548510063,5624408.999233189,2846842.2610973865,20723226.981603496
210.0,969727.8119194738,5624414.530617676,2846835.63954202,20721517.036306314
215.0,969716.0560070329,5624420.674078554,2846827.506492081,20719810.19031237
220.0,969705.5838125369,5624427.203317796,2846818.1739095226,20718106.443677418
225.0,969696.6663771605,5624433.85427456,2846808.07117502,20716405.875160936
230.0,969689.4225527241,5624440.350973132,2846797.7030577003,20714708.634508643
235.0,969683.8073668219,5624446.432537124,2846787.6003051237,20713014.927873563
240.0,969679.6164239477,5624451.878725582,2846778.267690018,20711324.99781273
245.0,969676.5059121551,5624456.531491329,2846770.1345993,20709639.099818118
250.0,969674.0262571523,5624460.310451274,2846763.513002196,20707957.47767007
255.0,969671.666129678,5624463.220754362,2846758.566911981,20706280.340008084
260.0,969668.9024983405,5624465.352577082,2846755.2963308287,20704607.840387616
265.0,969665.2518281577,5624466.872295965,2846753.537249453,20702940.062745992
270.0,969660.317412833,5624468.006201287,2846752.977701606,20701277.01366906
275.0,969653.8282073046,5624469.018346212,2846753.1883018096,20699618.622186124
280.0,969645.6653592647,5624470.184699697,2846753.664276934,20697964.747087717
285.0,969635.8738426759,5624471.766133191,2846753.8748771255,20696315.19103097
290.0,969624.6580547598,5624473.982885321,2846753.3153292947,20694669.720041707
295.0,969612.3618077637,5624476.993004004,2846751.556247615,20693028.086503245
300.0,969599.4346743015,5624480.876876171,2846748.2856644588,20691390.053390495
305.0,969586.3879806775,5624485.62935934,2846743.339567662,20689755.417394824
310.0,969573.7447557413,5624491.160285242,2846736.7179550524,20688124.02870075
315.0,969561.9885343292,5624497.303286206,2846728.584834803,20686495.805508085
320.0,969551.5160264069,5624503.832080361,2846719.252171564,20684870.741909314
325.0,969542.5982846982,5624510.482621571,2846709.149349724,20683248.90838097
330.0,969535.3541718773,5624516.978945931,2846698.781142772,20681630.444866862
335.0,969529.7387246359,5624523.060184824,2846688.6783028585,20680015.547148965
340.0,969525.5475539181,5624528.506100254,2846679.3456070735,20678404.447850484
345.0,969522.4368509486,5624533.158642907,2846671.212446047,20676797.393931337
350.0,969519.9570410174,5624536.937422663,2846664.5907917,20675194.62286976
355.0,969517.5967908981,5624539.847577244,2846659.6446587276,20673596.33984399
360.0,969514.8330620728,5624541.97926881,2846656.3740493017,20672002.69812261
365.0,969511.1823099708,5624543.498857868,2846654.6149527193,20670413.784553714
370.0,969506.2478171838,5624544.632618535,2846654.0554000353,20668829.611542184
375.0,969499.758527101,5624545.644589274,2846654.2660020594,20667250.11627047
380.0,969491.5955765608,5624546.810727226,2846654.7419812987,20665675.16721335
385.0,969481.8039304288,5624548.391896074,2846654.95258331,20664104.57728996
390.0,969470.5879794762,5624550.608331485,2846654.3930306425,20662538.12235508
395.0,969458.291532779,5624553.618083515,2846652.6339337556,20660975.56321869
400.0,969445.364163369,5624557.501546121,2846649.3633223264,20659416.669047114
405.0,969432.3172015161,5624562.253588047,2846644.417182772,20657861.23987282
