t,X,Y,Z,p
0.0,970061.6227529575,5624250.967482469,2847045.047559735,20867978.045883447
5.0,970048.5768641311,5624255.721289291,2847040.10159122,20866251.32435582
10.0,970035.9345194655,5624261.253590906,2847033.480150347,20864527.885129903
15.0,970024.1792250281,5624267.397971568,2847025.3472410366,20862807.98900744
20.0,970013.7076574449,5624273.928100939,2847016.014819847,20861091.922082905
25.0,970004.7908347913,5624280.579888772,2847005.912260029,20859379.96766766
30.0,969997.5475871771,5624287.0773357265,2846995.5443219817,20857672.37855686
35.0,969991.9329240004,5624293.159549881,2846985.4417440887,20855969.352371674
40.0,969987.7424368545,5624298.606284364,2846976.109290349,20854271.012399938
45.0,969984.6323074495,5624303.259496276,2846967.976340257,20852577.395810284
50.0,969982.1529623299,5624307.038816578,2846961.354857643,20850888.45038366
55.0,969979.7930801677,5624309.949416664,2846956.4088529483,20849204.040063556
60.0,969977.0296438242,5624312.081501677,2846953.138328346,20847523.95875618
65.0,969973.3791374961,5624313.6014802,2846951.3792773853,20845847.950999964
70.0,969968.4448771138,5624314.735674818,2846950.819739213,20844175.737449866
75.0,969961.9558407137,5624315.748168102,2846951.030335775,20842507.042652417
80.0,969953.7931976983,5624316.914952638,2846951.5063026706,20840841.62236786
85.0,969944.0019402265,5624318.496915406,2846951.71689922,20839179.28774705
90.0,969932.7864784205,5624320.714300946,2846951.157361064,20837519.923987642
95.0,969920.4906308702,5624323.725152904,2846949.3983097994,20835863.501643877
100.0,969907.5639693544,5624327.60984416,2846946.1277831923,20834210.079493336
105.0,969894.5178122438,5624332.363209778,2846941.181771916,20832559.798698537
110.0,969881.8751741345,5624337.895052834,2846934.560273795,20830912.868860543
115.0,969870.1195706854,5624344.038973613,2846926.427294169,20829269.54735922
120.0,969859.6476896355,5624350.568657926,2846917.094792294,20827630.114033643
125.0,969850.7305606109,5624357.220030231,2846906.992145132,20825994.843710374
130.0,969843.4870245769,5624363.717103002,2846896.6241174466,20824363.979293734
135.0,969837.8721000296,5624369.798992081,2846886.521452211,20822737.708070062
140.0,969833.6813850127,5624375.245453557,2846877.1889177863,20821116.143554736
145.0,969830.5710644085,5624379.898442392,2846869.05589738,20819499.314658433
150.0,969828.0915643425,5624383.677582517,2846862.4343575197,20817887.163222946
155.0,969825.7315595208,5624386.588034108,2846857.4883100647,20816279.55014892
160.0,969822.9680256773,5624388.719987976,2846854.217757187,20814676.269489843
165.0,969819.3174374189,5624390.239836682,2846852.458691018,20813077.069102645
170.0,969814.3830995625,5624391.373886653,2846851.899148009,20811481.67580189
175.0,969807.8939785949,5624392.38620576,2846852.1097463914,20809889.822525762
180.0,969799.7312330633,5624393.552774772,2846852.5857174015,20808301.274829574
185.0,969789.9398460281,5624395.1344729075,2846852.7963157715,20806715.85409567
190.0,969778.7242211606,5624397.3515417455,2846852.2367727784,20805133.455178984
195.0,969766.4281738803,5624400.362027072,2846850.4777063057,20803554.056761704
200.0,969753.501276383,5624404.24630879,2846847.207151424,20801977.723414067
205.0,969740.4548510063,5624408.999233189,2846842.2610973865,20800404.599178504
210.0,969727.8119194738,5624414.530617676,2846835.63954202,20798834.89333098
215.0,969716.0560070329,5624420.674078554,2846827.506492081,20797268.859743204
220.0,969705.5838125369,5624427.203317796,2846818.1739095226,20795706.771897268
225.0,969696.6663771605,5624433.85427456,2846808.07117502,20794148.896027878
230.0,969689.4225527241,5624440.350973132,2846797.7030577003,20792595.46504634
235.0,969683.8073668219,5624446.432537124,2846787.6003051237,20791046.655816726
240.0,969679.6164239477,5624451.878725582,2846778.267690018,20789502.572017603
245.0,969676.5059121551,5624456.531491329,2846770.1345993,20787963.2342665
250.0,969674.0262571523,5624460.310451274,2846763.513002196,20786428.57846322
255.0,969671.666129678,5624463.220754362,2846758.566911981,20784898.462495025
260.0,969668.9024983405,5624465.352577082,2846755.2963308287,20783372.68062128
265.0,969665.2518281577,5624466.872295965,2846753.537249453,20781850.98409905
270.0,969660.317412833,5624468.006201287,2846752.977701606,20780333.105998904
275.0,969653.8282073046,5624469.018346212,2846753.1883018096,20778818.787752066
280.0,969645.6653592647,5624470.184699697,2846753.664276934,20777307.804805085
285.0,969635.8738426759,5624471.766133191,2846753.8748771255,20775799.988853134
290.0,969624.6580547598,5624473.982885321,2846753.3153292947,20774295.244466703
295.0,969612.3618077637,5624476.993004004,2846751.556247615,20772793.55848529
300.0,969599.4346743015,5624480.876876171,2846748.2856644588,20771295.001269266
305.0,969586.3879806775,5624485.62935934,2846743.339567662,20769799.71970667
310.0,969573.7447557413,5624491.160285242,2846736.7179550524,20768307.92268558
315.0,969561.9885343292,5624497.303286206,2846728.584834803,20766819.86048434
320.0,969551.5160264069,5624503.832080361,2846719.252171564,20765335.800128713
325.0,969542.5982846982,5624510.482621571,2846709.149349724,20763855.999157663
330.0,969535.3541718773,5624516.978945931,2846698.781142772,20762380.680391174
335.0,969529.7387246359,5624523.060184824,2846688.6783028585,20760910.0101877
340.0,969525.5475539181,5624528.506100254,2846679.3456070735,20759444.082328677
345.0,969522.4368509486,5624533.158642907,2846671.212446047,20757982.9091068
350.0,969519.9570410174,5624536.937422663,2846664.5907917,20756526.42047968
355.0,969517.5967908981,5624539.847577244,2846659.6446587276,20755074.471352242
360.0,969514.8330620728,5624541.97926881,2846656.3740493017,20753626.856248606
365.0,969511.1823099708,5624543.498857868,2846654.6149527193,20752183.32990663
370.0,969506.2478171838,5624544.632618535,2846654.0554000353,20750743.631747127
375.0,969499.758527101,5624545.644589274,2846654.2660020594,20749307.51179263
380.0,969491.5955765608,5624546.810727226,2846654.7419812987,20747874.75547335
385.0,969481.8039304288,5624548.391896074,2846654.95258331,20746445.204874527
390.0,969470.5879794762,5624550.608331485,2846654.3930306425,20745018.774336576
395.0,969458.291532779,5624553.618083515,2846652.6339337556,20743595.458882302
400.0,969445.364163369,5624557.501546121,2846649.3633223264,20742175.334657125
405.0,969432.3172015161,5624562.253588047,2846644.417182772,20740758.55135895
410.0,969419.6736831957,5624567.784055349,2846637.7955129202,20739345.31742504
415.0,969407.9171528326,5624573.926596385,2846629.662322363,20737935.879456338
420.0,969397.4443315043,5624580.454945439,2846620.329578447,20736530.49792522
425.0,969388.5262834823,5624587.105071078,2846610.226669272,20735129.421574373
430.0,969381.2818822946,5624593.601021215,2846599.858372692,20733732.863038074
435.0,969375.6661737302,5624599.681934999,2846589.7554454445,20732340.97809007
440.0,969371.474775182,5624605.12757739,2846580.4226689828,20730953.85055841
445.0,969368.3638810464,5624609.779896938,2846572.2894376493,20729571.484382868
450.0,969365.8839161965,5624613.558496499,2846565.6677260622,20728193.803581327
455.0,969363.5235434396,5624616.468502567,2846560.721550334,20726820.660108954
460.0,969360.7597171324,5624618.600062975,2846557.450912636,20725451.848813783
465.0,969357.108883117,5624620.119522204,2846555.6918008467,20724087.127994098
470.0,969352.1743128732,5624621.253138213,2846555.132243326,20722726.243512932
475.0,969345.6849382427,5624622.264934761,2846555.3428471703,20721368.95407917
480.0,969337.5218852104,5624623.430857174,2846555.8188305246,20720015.05519522
485.0,969327.730109545,5624625.011761369,2846556.0294343564,20718664.39940951
490.0,969316.5139955682,5624627.227880054,2846555.469876852,20717316.91088277
495.0,969304.2173491844,5624630.237265421,2846553.7107647583,20715972.592843607
500.0,969291.2897438434,5624634.120318455,2846550.440125057,20714631.527214866
505.0,969278.2425137801,5624638.871919124,2846545.4939427464,20713293.86646721
510.0,969265.5987020954,5624644.401927813,2846538.872215655,20711959.818524044
515.0,969253.8418628015,5624650.544008906,2846530.7389547923,20710629.626226045
