t,X,Y,Z,p
0.0,970061.6227529576,5624250.967482469,2847045.047559735,20774009.857190717
5.0,970048.5768641313,5624255.721289291,2847040.10159122,20772273.53665012
10.0,970035.9345194657,5624261.253590906,2847033.4801503466,20770542.130509548
15.0,970024.179225028,5624267.397971568,2847025.347241037,20768812.713213
20.0,970013.7076574449,5624273.928100939,2847016.014819847,20767087.823619056
25.0,970004.7908347913,5624280.579888772,2847005.9122600285,20765367.384425737
30.0,969997.5475871771,5624287.077335727,2846995.5443219817,20763649.80462779
35.0,969991.9329240004,5624293.159549882,2846985.4417440887,20761938.47031797
40.0,969987.7424368544,5624298.606284364,2846976.109290349,20760231.10779058
45.0,969984.6323074496,5624303.259496276,2846967.976340257,20758528.299245354
50.0,969982.15296233,5624307.038816578,2846961.354857643,20756830.756831635
55.0,969979.7930801676,5624309.9494166635,2846956.4088529483,20755136.577145204
60.0,969977.0296438242,5624312.081501677,2846953.1383283464,20753448.373632807
65.0,969973.3791374959,5624313.6014802,2846951.379277385,20751764.172086447
70.0,969968.4448771138,5624314.735674818,2846950.819739213,20750082.83518908
75.0,969961.9558407136,5624315.7481681015,2846951.030335775,20748406.117297996
80.0,969953.7931976984,5624316.914952639,2846951.5063026706,20746732.142111592
85.0,969944.0019402264,5624318.496915407,2846951.71689922,20745061.839668456
90.0,969932.7864784205,5624320.714300946,2846951.1573610636,20743394.91307655
95.0,969920.4906308701,5624323.725152904,2846949.3983097994,20741730.656331185
100.0,969907.5639693544,5624327.60984416,2846946.1277831923,20740069.04433433
105.0,969894.5178122438,5624332.363209778,2846941.1817719163,20738411.19729196
110.0,969881.8751741344,5624337.8950528335,2846934.560273795,20736756.764278077
115.0,969870.1195706854,5624344.038973613,2846926.4272941686,20735106.22922672
120.0,969859.6476896356,5624350.568657926,2846917.094792294,20733458.7105317
125.0,969850.7305606108,5624357.220030231,2846906.992145132,20731816.585028414
130.0,969843.4870245769,5624363.717103002,2846896.624117446,20730177.37474663
135.0,969837.8721000295,5624369.798992082,2846886.5214522113,20728543.497155283
140.0,969833.6813850128,5624375.245453557,2846877.1889177863,20726913.626896184
145.0,969830.5710644084,5624379.898442392,2846869.05589738,20725290.17427104
150.0,969828.0915643424,5624383.677582517,2846862.43435752,20723669.983476415
155.0,969825.7315595208,5624386.588034108,2846857.488310065,20722054.796899166
160.0,969822.9680256771,5624388.719987976,2846854.217757187,20720444.592672966
165.0,969819.3174374187,5624390.239836682,2846852.458691018,20718837.443247538
170.0,969814.3830995624,5624391.373886653,2846851.899148009,20717234.789253682
175.0,969807.8939785948,5624392.38620576,2846852.109746392,20715636.0300187
180.0,969799.7312330632,5624393.552774772,2846852.5857174015,20714040.525664464
185.0,969789.939846028,5624395.134472908,2846852.796315772,20712448.241040427
190.0,969778.7242211606,5624397.3515417455,2846852.236772778,20710859.839347858
195.0,969766.4281738804,5624400.362027071,2846850.4777063057,20709273.48458117
200.0,969753.501276383,5624404.24630879,2846847.2071514237,20707691.112455003
205.0,969740.4548510064,5624408.999233189,2846842.2610973865,20706111.322075
210.0,969727.8119194737,5624414.530617677,2846835.63954202,20704535.770367954
215.0,969716.0560070329,5624420.674078554,2846827.506492081,20702963.428497855
220.0,969705.5838125369,5624427.203317796,2846818.1739095226,20701394.84701311
225.0,969696.6663771605,5624433.85427456,2846808.07117502,20699831.127349976
230.0,969689.422552724,5624440.350973132,2846797.703057701,20698270.87722456
235.0,969683.807366822,5624446.432537124,2846787.6003051237,20696715.492429927
240.0,969679.6164239476,5624451.878725582,2846778.2676900183,20695165.473337926
245.0,969676.5059121551,5624456.531491329,2846770.1345992996,20693619.604249083
250.0,969674.0262571523,5624460.310451274,2846763.5130021963,20692078.630666155
255.0,969671.666129678,5624463.220754362,2846758.5669119814,20690542.173507255
260.0,969668.9024983405,5624465.352577082,2846755.2963308287,20689010.8790837
265.0,969665.2518281577,5624466.872295965,2846753.537249453,20687482.627933517
270.0,969660.317412833,5624468.006201287,2846752.977701606,20685958.918971
275.0,969653.8282073046,5624469.018346212,2846753.1883018096,20684438.690118235
280.0,969645.6653592648,5624470.1846996965,2846753.6642769338,20682922.387208782
285.0,969635.8738426759,5624471.766133191,2846753.874877125,20681409.28901516
290.0,969624.6580547598,5624473.982885322,2846753.315329295,20679899.9541001
295.0,969612.3618077636,5624476.993004004,2846751.556247615,20678392.572712753
300.0,969599.4346743015,5624480.876876172,2846748.2856644588,20676889.40671834
305.0,969586.3879806777,5624485.62935934,2846743.3395676618,20675388.71950194
310.0,969573.7447557412,5624491.160285242,2846736.7179550524,20673892.05922134
315.0,969561.9885343292,5624497.303286206,2846728.584834803,20672399.152034342
320.0,969551.5160264069,5624503.832080361,2846719.252171564,20670910.0289732
325.0,969542.5982846981,5624510.482621571,2846709.149349724,20669425.616694666
330.0,969535.3541718771,5624516.978945931,2846698.7811427717,20667945.447403826
335.0,969529.7387246359,5624523.060184823,2846688.678302858,20666469.753482763
340.0,969525.547553918,5624528.506100254,2846679.345607073,20664998.54357139
345.0,969522.4368509486,5624533.158642907,2846671.212446047,20663532.264750212
350.0,969519.9570410174,5624536.937422663,2846664.5907917004,20662070.568359047
355.0,969517.596790898,5624539.847577244,2846659.644658728,20660614.253895447
360.0,969514.8330620729,5624541.97926881,2846656.3740493017,20659161.43931349
365.0,969511.1823099707,5624543.498857868,2846654.6149527193,20657712.991765555
370.0,969506.2478171837,5624544.632618535,2846654.055400036,20656269.363480385
375.0,969499.7585271009,5624545.644589274,2846654.2660020594,20654828.1216209
380.0,969491.5955765608,5624546.810727227,2846654.7419812987,20653391.635863215
385.0,969481.8039304287,5624548.391896074,2846654.95258331,20651957.57995773
390.0,969470.5879794762,5624550.608331485,2846654.3930306425,20650527.484660506
395.0,969458.2915327791,5624553.618083515,2846652.633933756,20649100.885261316
400.0,969445.364163369,5624557.501546121,2846649.3633223264,20647676.84663488
405.0,969432.3172015159,5624562.253588047,2846644.417182772,20646256.79567987
410.0,969419.6736831956,5624567.7840553485,2846637.79551292,20644839.78716772
415.0,969407.9171528326,5624573.926596385,2846629.6623223634,20643426.517904636
420.0,969397.4443315044,5624580.454945439,2846620.3295784467,20642017.488119468
425.0,969388.5262834823,5624587.105071078,2846610.226669272,20640613.234191157
430.0,969381.2818822946,5624593.601021215,2846599.858372692,20639212.620279647
435.0,969375.6661737302,5624599.681934998,2846589.7554454445,20637816.886117134
440.0,969371.4747751821,5624605.12757739,2846580.4226689823,20636426.207867082
445.0,969368.3638810464,5624609.779896938,2846572.2894376493,20635040.072978094
450.0,969365.8839161964,5624613.5584964985,2846565.6677260627,20633659.089506637
455.0,969363.5235434396,5624616.468502567,2846560.721550334,20632282.15038429
460.0,969360.7597171323,5624618.600062975,2846557.4509126362,20630909.539739776
465.0,969357.108883117,5624620.119522204,2846555.6918008467,20629541.534814414
470.0,969352.1743128732,5624621.253138213,2846555.1322433264,20628177.653817255
475.0,969345.6849382428,5624622.264934761,2846555.342847171,20626817.404039174
480.0,969337.5218852104,5624623.430857174,2846555.818830525,20625460.321965072
485.0,969327.730109545,5624625.011761369,2846556.0294343564,20624107.530912787
490.0,969316.5139955682,5624627.227880054,2846555.469876852,20622757.064020786
495.0,969304.2173491843,5624630.237265421,2846553.7107647583,20621411.099071633
500.0,969291.2897438435,5624634.120318455,2846550.440125057,20620066.875988014
505.0,969278.24251378,5624638.871919123,2846545.4939427464,20618727.384644013
510.0,969265.5987020954,5624644.401927813,2846538.872215655,20617391.419764303
515.0,969253.8418628016,5624650.544008906,2846530.7389547927,20616058.775532685
520.0,969243.3687280872,5624657.071912844,2846521.4061302016,20614730.126967978
525.0,969234.4503737714,5624663.721622899,2846511.303133695,20613406.667234883
530.0,969227.2056842349,5624670.2171988,2846500.9347474887,20612087.19052669
535.0,969221.5897143623,5624676.29778746,2846490.8317329106,20610771.698407974
540.0,969217.3980879978,5624681.743156802,2846481.4988757763,20609461.69520245
545.0,969214.287002708,5624686.395253238,2846473.3655741382,20608157.111785706
550.0,969211.8068829479,5624690.173672597,2846466.7438053126,20606856.34349758
555.0,969209.4463875608,5624693.0835301485,2846461.797586829,20605560.526099727
560.0,969206.6824637776,5624695.214959392,2846458.52692086,20604268.664094448
565.0,969203.0315478544,5624696.734288788,2846456.767793865,20602981.663253505
570.0,969198.0969001595,5624697.867760136,2846456.2082315073,20601698.008510716
575.0,969191.6074409878,5624698.879382486,2846456.4188371724,20600418.116230343
580.0,969183.4442854716,5624700.045089357,2846456.8948246413,20599143.210896935
585.0,969173.6523802831,5624701.625728894,2846457.105430293,20597870.085862163
