t,X,Y,Z,p
0.0,970061.6227529576,5624250.967482469,2847045.047559735,20796711.552768096
5.0,970048.5768641313,5624255.721289291,2847040.10159122,20794844.140623707
10.0,970035.9345194657,5624261.253590906,2847033.4801503466,20792978.566217523
15.0,970024.179225028,5624267.397971568,2847025.347241037,20791116.442567367
20.0,970013.7076574449,5624273.928100939,2847016.014819847,20789257.961579673
25.0,970004.7908347913,5624280.579888772,2847005.9122600285,20787402.203273486
30.0,969997.5475871771,5624287.077335727,2846995.5443219817,20785549.032366514
35.0,969991.9329240004,5624293.159549882,2846985.4417440887,20783700.354363635
40.0,969987.7424368544,5624298.606284364,2846976.109290349,20781855.495454177
45.0,969984.6323074496,5624303.259496276,2846967.976340257,20780013.517058
50.0,969982.15296233,5624307.038816578,2846961.354857643,20778177.01792599
55.0,969979.7930801676,5624309.9494166635,2846956.4088529483,20776344.122209888
60.0,969977.0296438242,5624312.081501677,2846953.1383283464,20774516.10508517
65.0,969973.3791374959,5624313.6014802,2846951.379277385,20772692.776093137
70.0,969968.4448771138,5624314.735674818,2846950.819739213,20770874.354812313
75.0,969961.9558407136,5624315.7481681015,2846951.030335775,20769060.604644496
80.0,969953.7931976984,5624316.914952639,2846951.5063026706,20767251.14114869
85.0,969944.0019402264,5624318.496915407,2846951.71689922,20765445.6437464
90.0,969932.7864784205,5624320.714300946,2846951.1573610636,20763644.08057682
95.0,969920.4906308701,5624323.725152904,2846949.3983097994,20761846.876718014
100.0,969907.5639693544,5624327.60984416,2846946.1277831923,20760052.451283135
105.0,969894.5178122438,5624332.363209778,2846941.1817719163,20758261.909745734
110.0,969881.8751741344,5624337.8950528335,2846934.560273795,20756474.104213964
115.0,969870.1195706854,5624344.038973613,2846926.4272941686,20754688.940878335
120.0,969859.6476896356,5624350.568657926,2846917.094792294,20752907.408878665
125.0,969850.7305606108,5624357.220030231,2846906.992145132,20751129.393821917
130.0,969843.4870245769,5624363.717103002,2846896.624117446,20749354.02575236
