t,X,Y,Z,p
0.0,970061.6227529576,5624250.967482469,2847045.047559735,20573737.701090723
5.0,970048.5768641313,5624255.721289291,2847040.10159122,20571928.52247321
10.0,970035.9345194657,5624261.253590906,2847033.4801503466,20570122.479603462
15.0,970024.179225028,5624267.397971568,2847025.347241037,20568319.198247712
20.0,970013.7076574449,5624273.928100939,2847016.014819847,20566521.43160539
25.0,970004.7908347913,5624280.579888772,2847005.9122600285,20564725.287020426
30.0,969997.5475871771,5624287.077335727,2846995.5443219817,20562932.434281506
35.0,969991.9329240004,5624293.159549882,2846985.4417440887,20561144.768048704
40.0,969987.7424368544,5624298.606284364,2846976.109290349,20559361.459370732
45.0,969984.6323074496,5624303.259496276,2846967.976340257,20557581.646312926
50.0,969982.15296233,5624307.038816578,2846961.354857643,20555807.823141873
55.0,969979.7930801676,5624309.9494166635,2846956.4088529483,20554038.313866418
60.0,969977.0296438242,5624312.081501677,2846953.1383283464,20552273.133098908
65.0,969973.3791374959,5624313.6014802,2846951.379277385,20550512.5509691
70.0,969968.4448771138,5624314.735674818,2846950.819739213,20548756.912278045
75.0,969961.9558407136,5624315.7481681015,2846951.030335775,20547005.87131705
80.0,969953.7931976984,5624316.914952639,2846951.5063026706,20545258.17787927
85.0,969944.0019402264,5624318.496915407,2846951.71689922,20543514.781863406
90.0,969932.7864784205,5624320.714300946,2846951.1573610636,20541775.84878796
95.0,969920.4906308701,5624323.725152904,2846949.3983097994,20540040.3895271
100.0,969907.5639693544,5624327.60984416,2846946.1277831923,20538307.46295761
105.0,969894.5178122438,5624332.363209778,2846941.1817719163,20536578.050113745
110.0,969881.8751741344,5624337.8950528335,2846934.560273795,20534852.83582815
115.0,969870.1195706854,5624344.038973613,2846926.4272941686,20533130.789282545
120.0,969859.6476896356,5624350.568657926,2846917.094792294,20531412.125852197
125.0,969850.7305606108,5624357.220030231,2846906.992145132,20529697.531857
130.0,969843.4870245769,5624363.717103002,2846896.624117446,20527985.781832017
135.0,969837.8721000295,5624369.798992082,2846886.5214522113,20526278.28095518
140.0,969833.6813850128,5624375.245453557,2846877.1889177863,20524575.34995133
145.0,969830.5710644084,5624379.898442392,2846869.05589738,20522877.76319923
150.0,969828.0915643424,5624383.677582517,2846862.43435752,20521183.40964044
155.0,969825.7315595208,5624386.588034108,2846857.488310065,20519494.54352338
160.0,969822.9680256771,5624388.719987976,2846854.217757187,20517810.501925934
165.0,969819.3174374187,5624390.239836682,2846852.458691018,20516131.767524395
170.0,969814.3830995624,5624391.373886653,2846851.899148009,20514456.782056313
175.0,969807.8939785948,5624392.38620576,2846852.109746392,20512786.038028955
180.0,969799.7312330632,5624393.552774772,2846852.5857174015,20511119.358250555
185.0,969789.939846028,5624395.134472908,2846852.796315772,20509456.84216731
190.0,969778.7242211606,5624397.3515417455,2846852.236772778,20507799.17295995
195.0,969766.4281738804,5624400.362027071,2846850.4777063057,20506144.61139374
200.0,969753.501276383,5624404.24630879,2846847.2071514237,20504492.198782902
205.0,969740.4548510064,5624408.999233189,2846842.2610973865,20502844.785389706
210.0,969727.8119194737,5624414.530617677,2846835.63954202,20501200.537482854
215.0,969716.0560070329,5624420.674078554,2846827.506492081,20499559.33977345
220.0,969705.5838125369,5624427.203317796,2846818.1739095226,20497922.115934994
225.0,969696.6663771605,5624433.85427456,2846808.07117502,20496288.4893825
230.0,969689.422552724,5624440.350973132,2846797.703057701,20494658.918572444
235.0,969683.807366822,5624446.432537124,2846787.6003051237,20493033.16825838
240.0,969679.6164239476,5624451.878725582,2846778.2676900183,20491411.514286038
245.0,969676.5059121551,5624456.531491329,2846770.1345992996,20489795.063445736
250.0,969674.0262571523,5624460.310451274,2846763.5130021963,20488182.369902182
255.0,969671.666129678,5624463.220754362,2846758.5669119814,20486575.18993716
260.0,969668.9024983405,5624465.352577082,2846755.2963308287,20484972.751268648
265.0,969665.2518281577,5624466.872295965,2846753.537249453,20483374.502183102
270.0,969660.317412833,5624468.006201287,2846752.977701606,20481781.145197544
275.0,969653.8282073046,5624469.018346212,2846753.1883018096,20480192.074535333
280.0,969645.6653592648,5624470.1846996965,2846753.6642769338,20478607.655537292
285.0,969635.8738426759,5624471.766133191,2846753.874877125,20477026.583756234
290.0,969624.6580547598,5624473.982885322,2846753.315329295,20475449.99492622
295.0,969612.3618077636,5624476.993004004,2846751.556247615,20473877.057465747
300.0,969599.4346743015,5624480.876876172,2846748.2856644588,20472307.85810716
305.0,969586.3879806777,5624485.62935934,2846743.3395676618,20470741.90387428
310.0,969573.7447557412,5624491.160285242,2846736.7179550524,20469179.795287512
315.0,969561.9885343292,5624497.303286206,2846728.584834803,20467620.466337055
320.0,969551.5160264069,5624503.832080361,2846719.252171564,20466064.960608497
325.0,969542.5982846981,5624510.482621571,2846709.149349724,20464513.415999923
330.0,969535.3541718771,5624516.978945931,2846698.7811427717,20462966.110561416
335.0,969529.7387246359,5624523.060184823,2846688.678302858,20461423.09433622
340.0,969525.547553918,5624528.506100254,2846679.345607073,20459883.27938049
345.0,969522.4368509486,5624533.158642907,2846671.212446047,20458348.788658347
350.0,969519.9570410174,5624536.937422663,2846664.5907917004,20456818.698424574
355.0,969517.596790898,5624539.847577244,2846659.644658728,20455294.19082649
360.0,969514.8330620729,5624541.97926881,2846656.3740493017,20453773.10601219
365.0,969511.1823099707,5624543.498857868,2846654.6149527193,20452257.556328245
370.0,969506.2478171837,5624544.632618535,2846654.055400036,20450746.431067552
