t,X,Y,Z,p
0.0,970061.6227529576,5624250.967482469,2847045.047559735,20696789.651980735
5.0,970048.5768641313,5624255.721289291,2847040.10159122,20695043.603678823
10.0,970035.9345194657,5624261.253590906,2847033.4801503466,20693301.13863147
15.0,970024.179225028,5624267.397971568,2847025.347241037,20691562.5276434
20.0,970013.7076574449,5624273.928100939,2847016.014819847,20689827.42888786
25.0,970004.7908347913,5624280.579888772,2847005.9122600285,20688095.893433176
30.0,969997.5475871771,5624287.077335727,2846995.5443219817,20686369.191537496
35.0,969991.9329240004,5624293.159549882,2846985.4417440887,20684646.7157044
40.0,969987.7424368544,5624298.606284364,2846976.109290349,20682928.896775372
45.0,969984.6323074496,5624303.259496276,2846967.976340257,20681216.18544307
50.0,969982.15296233,5624307.038816578,2846961.354857643,20679507.990765907
55.0,969979.7930801676,5624309.9494166635,2846956.4088529483,20677804.051791325
60.0,969977.0296438242,5624312.081501677,2846953.1383283464,20676105.90460265
65.0,969973.3791374959,5624313.6014802,2846951.379277385,20674410.79404156
70.0,969968.4448771138,5624314.735674818,2846950.819739213,20672720.6216191
75.0,969961.9558407136,5624315.7481681015,2846951.030335775,20671033.780399542
80.0,969953.7931976984,5624316.914952639,2846951.5063026706,20669350.40897738
85.0,969944.0019402264,5624318.496915407,2846951.71689922,20667670.958089933
90.0,969932.7864784205,5624320.714300946,2846951.1573610636,20665994.484961312
95.0,969920.4906308701,5624323.725152904,2846949.3983097994,20664321.045741506
100.0,969907.5639693544,5624327.60984416,2846946.1277831923,20662650.274151184
105.0,969894.5178122438,5624332.363209778,2846941.1817719163,20660983.498458724
110.0,969881.8751741344,5624337.8950528335,2846934.560273795,20659320.286885172
115.0,969870.1195706854,5624344.038973613,2846926.4272941686,20657660.0180127
120.0,969859.6476896356,5624350.568657926,2846917.094792294,20656004.309807003
125.0,969850.7305606108,5624357.220030231,2846906.992145132,20654352.840181615
130.0,969843.4870245769,5624363.717103002,2846896.624117446,20652704.808853533
135.0,969837.8721000295,5624369.798992082,2846886.5214522113,20651061.479148485
140.0,969833.6813850128,5624375.245453557,2846877.1889177863,20649423.186572418
145.0,969830.5710644084,5624379.898442392,2846869.05589738,20647789.299136166
150.0,969828.0915643424,5624383.677582517,2846862.43435752,20646159.96343766
155.0,969825.7315595208,5624386.588034108,2846857.488310065,20644535.787872445
160.0,969822.9680256771,5624388.719987976,2846854.217757187,20642915.657871805
165.0,969819.3174374187,5624390.239836682,2846852.458691018,20641300.92838236
170.0,969814.3830995624,5624391.373886653,2846851.899148009,20639690.138296094
175.0,969807.8939785948,5624392.38620576,2846852.109746392,20638082.21917573
180.0,969799.7312330632,5624393.552774772,2846852.5857174015,20636477.639333133
185.0,969789.939846028,5624395.134472908,2846852.796315772,20634876.92277687
190.0,969778.7242211606,5624397.3515417455,2846852.236772778,20633280.144384652
195.0,969766.4281738804,5624400.362027071,2846850.4777063057,20631686.19867353
200.0,969753.501276383,5624404.24630879,2846847.2071514237,20630096.222765163
205.0,969740.4548510064,5624408.999233189,2846842.2610973865,20628508.75519456
210.0,969727.8119194737,5624414.530617677,2846835.63954202,20626924.675890338
215.0,969716.0560070329,5624420.674078554,2846827.506492081,20625344.371983107
220.0,969705.5838125369,5624427.203317796,2846818.1739095226,20623768.26369591
225.0,969696.6663771605,5624433.85427456,2846808.07117502,20622195.84668711
230.0,969689.422552724,5624440.350973132,2846797.703057701,20620628.032132633
235.0,969683.807366822,5624446.432537124,2846787.6003051237,20619065.049029827
240.0,969679.6164239476,5624451.878725582,2846778.2676900183,20617506.69171235
245.0,969676.5059121551,5624456.531491329,2846770.1345992996,20615952.265741862
250.0,969674.0262571523,5624460.310451274,2846763.5130021963,20614403.47302049
255.0,969671.666129678,5624463.220754362,2846758.5669119814,20612858.85065403
260.0,969668.9024983405,5624465.352577082,2846755.2963308287,20611318.704168607
265.0,969665.2518281577,5624466.872295965,2846753.537249453,20609782.769994214
270.0,969660.317412833,5624468.006201287,2846752.977701606,20608252.143911537
275.0,969653.8282073046,5624469.018346212,2846753.1883018096,20606724.769666765
280.0,969645.6653592648,5624470.1846996965,2846753.6642769338,20605200.76132177
285.0,969635.8738426759,5624471.766133191,2846753.874877125,20603680.34279163
290.0,969624.6580547598,5624473.982885322,2846753.315329295,20602163.119636025
295.0,969612.3618077636,5624476.993004004,2846751.556247615,20600649.274735067
300.0,969599.4346743015,5624480.876876172,2846748.2856644588,20599138.93866196
305.0,969586.3879806777,5624485.62935934,2846743.3395676618,20597632.083296183
310.0,969573.7447557412,5624491.160285242,2846736.7179550524,20596127.920009915
315.0,969561.9885343292,5624497.303286206,2846728.584834803,20594629.112953033
320.0,969551.5160264069,5624503.832080361,2846719.252171564,20593133.059692897
325.0,969542.5982846981,5624510.482621571,2846709.149349724,20591641.04804947
330.0,969535.3541718771,5624516.978945931,2846698.7811427717,20590153.7534678
335.0,969529.7387246359,5624523.060184823,2846688.678302858,20588671.251692504
340.0,969525.547553918,5624528.506100254,2846679.345607073,20587193.207574476
345.0,969522.4368509486,5624533.158642907,2846671.212446047,20585719.558382746
350.0,969519.9570410174,5624536.937422663,2846664.5907917004,20584251.559894484
355.0,969517.596790898,5624539.847577244,2846659.644658728,20582787.389177028
360.0,969514.8330620729,5624541.97926881,2846656.3740493017,20581328.33174468
365.0,969511.1823099707,5624543.498857868,2846654.6149527193,20579873.610473417
370.0,969506.2478171837,5624544.632618535,2846654.055400036,20578422.870790105
375.0,969499.7585271009,5624545.644589274,2846654.2660020594,20576975.803438272
380.0,969491.5955765608,5624546.810727227,2846654.7419812987,20575532.870956182
385.0,969481.8039304287,5624548.391896074,2846654.95258331,20574092.74161211
390.0,969470.5879794762,5624550.608331485,2846654.3930306425,20572656.52920683
395.0,969458.2915327791,5624553.618083515,2846652.633933756,20571223.829915203
