t,X,Y,Z,p
0.0,970061.6227529576,5624250.967482469,2847045.047559735,20714616.008441657
5.0,970048.5768641313,5624255.721289291,2847040.10159122,20712762.901370235
10.0,970035.9345194657,5624261.253590906,2847033.4801503466,20710912.515384287
15.0,970024.179225028,5624267.397971568,2847025.347241037,20709065.759601943
20.0,970013.7076574449,5624273.928100939,2847016.014819847,20707222.006746147
25.0,970004.7908347913,5624280.579888772,2847005.9122600285,20705381.549972855
30.0,969997.5475871771,5624287.077335727,2846995.5443219817,20703543.28333276
35.0,969991.9329240004,5624293.159549882,2846985.4417440887,20701710.48071629
40.0,969987.7424368544,5624298.606284364,2846976.109290349,20699880.48979703
45.0,969984.6323074496,5624303.259496276,2846967.976340257,20698055.503773496
50.0,969982.15296233,5624307.038816578,2846961.354857643,20696233.47713672
55.0,969979.7930801676,5624309.9494166635,2846956.4088529483,20694417.21230725
60.0,969977.0296438242,5624312.081501677,2846953.1383283464,20692605.35465858
65.0,969973.3791374959,5624313.6014802,2846951.379277385,20690798.252015524
70.0,969968.4448771138,5624314.735674818,2846950.819739213,20688994.846681587
75.0,969961.9558407136,5624315.7481681015,2846951.030335775,20687197.700943425
80.0,969953.7931976984,5624316.914952639,2846951.5063026706,20685403.924609296
85.0,969944.0019402264,5624318.496915407,2846951.71689922,20683614.755823553
90.0,969932.7864784205,5624320.714300946,2846951.1573610636,20681829.273096886
95.0,969920.4906308701,5624323.725152904,2846949.3983097994,20680047.017196562
100.0,969907.5639693544,5624327.60984416,2846946.1277831923,20678269.66611046
105.0,969894.5178122438,5624332.363209778,2846941.1817719163,20676495.21056433
110.0,969881.8751741344,5624337.8950528335,2846934.560273795,20674722.220965963
115.0,969870.1195706854,5624344.038973613,2846926.4272941686,20672954.114728052
120.0,969859.6476896356,5624350.568657926,2846917.094792294,20671189.039763052
125.0,969850.7305606108,5624357.220030231,2846906.992145132,20669426.67816093
130.0,969843.4870245769,5624363.717103002,2846896.624117446,20667667.66795199
135.0,969837.8721000295,5624369.798992082,2846886.5214522113,20665912.424766816
140.0,969833.6813850128,5624375.245453557,2846877.1889177863,20664161.882388778
145.0,969830.5710644084,5624379.898442392,2846869.05589738,20662414.54761362
150.0,969828.0915643424,5624383.677582517,2846862.43435752,20660672.19766673
155.0,969825.7315595208,5624386.588034108,2846857.488310065,20658934.739320878
160.0,969822.9680256771,5624388.719987976,2846854.217757187,20657200.521021053
165.0,969819.3174374187,5624390.239836682,2846852.458691018,20655471.850041855
170.0,969814.3830995624,5624391.373886653,2846851.899148009,20653748.46057562
175.0,969807.8939785948,5624392.38620576,2846852.109746392,20652028.858035143
180.0,969799.7312330632,5624393.552774772,2846852.5857174015,20650314.260804676
185.0,969789.939846028,5624395.134472908,2846852.796315772,20648602.88434859
190.0,969778.7242211606,5624397.3515417455,2846852.236772778,20646896.13392218
195.0,969766.4281738804,5624400.362027071,2846850.4777063057,20645193.44609771
200.0,969753.501276383,5624404.24630879,2846847.2071514237,20643494.00133828
205.0,969740.4548510064,5624408.999233189,2846842.2610973865,20641798.16430123
210.0,969727.8119194737,5624414.530617677,2846835.63954202,20640106.54843726
215.0,969716.0560070329,5624420.674078554,2846827.506492081,20638416.363487527
220.0,969705.5838125369,5624427.203317796,2846818.1739095226,20636729.774500377
225.0,969696.6663771605,5624433.85427456,2846808.07117502,20635046.77894949
230.0,969689.422552724,5624440.350973132,2846797.703057701,20633367.244587597
235.0,969683.807366822,5624446.432537124,2846787.6003051237,20631690.80520264
240.0,969679.6164239476,5624451.878725582,2846778.2676900183,20630019.86797088
245.0,969676.5059121551,5624456.531491329,2846770.1345992996,20628351.735058635
250.0,969674.0262571523,5624460.310451274,2846763.5130021963,20626688.726716574
255.0,969671.666129678,5624463.220754362,2846758.5669119814,20625030.555101145
260.0,969668.9024983405,5624465.352577082,2846755.2963308287,20623375.94361565
265.0,969665.2518281577,5624466.872295965,2846753.537249453,20621727.54002794
270.0,969660.317412833,5624468.006201287,2846752.977701606,20620081.94212954
275.0,969653.8282073046,5624469.018346212,2846753.1883018096,20618442.17758359
280.0,969645.6653592648,5624470.1846996965,2846753.6642769338,20616806.854813628
285.0,969635.8738426759,5624471.766133191,2846753.874877125,20615175.36224953
290.0,969624.6580547598,5624473.982885322,2846753.315329295,20613548.270331297
295.0,969612.3618077636,5624476.993004004,2846751.556247615,20611925.214045003
